Reaction,Comp2GPR rules,yeast9 rules,Exact Match
r_3431,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3432,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3433,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3434,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3435,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3436,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3437,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3438,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3439,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3440,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3441,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3442,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3443,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3444,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3445,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3446,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3447,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3448,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3449,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3450,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3451,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3452,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3453,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3454,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3455,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3456,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3457,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3458,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3459,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3460,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3461,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3462,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3463,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3464,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3465,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3466,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3467,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3468,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3469,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3470,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3471,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3472,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3473,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3474,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3475,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3476,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3477,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3478,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3479,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3480,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3481,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3482,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3483,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3484,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3485,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3486,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3487,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3488,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3489,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3490,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3491,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3492,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3493,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3494,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3495,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3496,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3497,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3498,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3499,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3500,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3501,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3502,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3503,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3504,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3505,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3506,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3507,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3508,,,True
r_3509,,,True
r_3510,,,True
r_3511,,,True
r_3512,,,True
r_3513,,,True
r_3514,,,True
r_3515,,,True
r_3516,,,True
r_3517,,,True
r_3518,,,True
r_3519,,,True
r_3520,,,True
r_3521,,,True
r_3522,,,True
r_3523,,,True
r_3524,,,True
r_3525,,,True
r_3526,YLL052C or YPR192W,YLL052C or YPR192W,True
r_3527,,,True
r_3528,,,True
r_3529,,,True
r_3530,,,True
r_3531,,,True
r_3532,,,True
r_3533,,,True
r_3534,,,True
r_3535,,,True
r_3536,,,True
r_3537,,,True
r_3538,,,True
r_3539,,,True
r_3540,,,True
r_3541,,,True
r_3542,,,True
r_3543,,,True
r_3544,,,True
r_3545,YKR039W,YKR039W,True
r_3546,,,True
r_3547,,,True
r_3548,,,True
r_3549,,,True
r_3550,,,True
r_3551,,,True
r_3552,,,True
r_3553,,,True
r_3554,,,True
r_3555,,,True
r_3556,,,True
r_3557,,,True
r_3558,,,True
r_3559,,,True
r_3560,,,True
r_3561,,,True
r_3562,,,True
r_3563,,,True
r_3564,,,True
r_3565,,,True
r_3566,,,True
r_3567,,,True
r_3568,,,True
r_3569,,,True
r_3570,,,True
r_3571,,,True
r_3572,,,True
r_3573,,,True
r_3574,,,True
r_3575,,,True
r_3576,,,True
r_3577,,,True
r_3578,,,True
r_3579,,,True
r_3580,,,True
r_3581,,,True
r_3582,,,True
r_3583,,,True
r_3584,,,True
r_3585,,,True
r_3586,,,True
r_3587,,,True
r_3588,,,True
r_3589,,,True
r_3590,,,True
r_3591,,,True
r_3592,,,True
r_3593,,,True
r_3594,,,True
r_3595,,,True
r_3596,,,True
r_3597,,,True
r_3598,,,True
r_3599,,,True
r_3600,,,True
r_3601,,,True
r_3602,,,True
r_3603,,,True
r_3604,YLL052C or YLL053C or YPR192W,YLL052C or YLL053C or YPR192W,True
r_3605,YCR037C or YJL198W or YML123C,YCR037C or YJL198W or YML123C,True
r_3606,YCR098C,YCR098C,True
r_3607,YCR098C,YCR098C,True
r_3608,,,True
r_3609,,,True
r_3610,,,True
r_3611,,,True
r_3612,,,True
r_3613,,,True
r_3614,,,True
r_3615,,,True
r_3616,,,True
r_3617,,,True
r_3618,,,True
r_3619,,,True
r_3620,,,True
r_3621,,,True
r_3622,,,True
r_3623,,,True
r_3624,,,True
r_3625,,,True
r_3626,,,True
r_3627,,,True
r_3628,,,True
r_3629,,,True
r_3630,,,True
r_3631,,,True
r_3632,,,True
r_3633,,,True
r_3634,,,True
r_3635,,,True
r_3636,,,True
r_3637,,,True
r_3638,,,True
r_3639,,,True
r_3640,,,True
r_3641,,,True
r_3642,,,True
r_3643,,,True
r_3644,,,True
r_3645,,,True
r_3646,,,True
r_3647,,,True
r_3648,,,True
r_3649,YNR013C,YNR013C,True
r_3650,,,True
r_3651,,,True
r_3652,,,True
r_3653,,,True
r_3654,,,True
r_3655,,,True
r_3656,,,True
r_3657,,,True
r_3658,,,True
r_3659,,,True
r_3660,,,True
r_3661,,,True
r_3662,,,True
r_3663,,,True
r_3664,,,True
r_3665,,,True
r_3666,,,True
r_3667,,,True
r_3668,,,True
r_3669,,,True
r_3670,,,True
r_3671,,,True
r_3672,,,True
r_3673,,,True
r_3674,,,True
r_3675,,,True
r_3676,,,True
r_3677,,,True
r_3678,,,True
r_3679,,,True
r_3680,YHR002W,YHR002W,True
r_3681,,,True
r_3682,,,True
r_3683,,,True
r_3684,,,True
r_3685,,,True
r_3686,,,True
r_3687,,,True
r_3688,,,True
r_3689,,,True
r_3690,,,True
r_3691,,,True
r_3692,,,True
r_3693,,,True
r_3694,,,True
r_3695,,,True
r_3696,,,True
r_3697,,,True
r_3698,,,True
r_3699,,,True
r_3700,,,True
r_3701,,,True
r_3702,,,True
r_3703,,,True
r_3704,,,True
r_3705,,,True
r_3706,,,True
r_3707,,,True
r_3708,,,True
r_3709,,,True
r_3710,,,True
r_3711,,,True
r_3712,,,True
r_3713,,,True
r_3714,,,True
r_3715,,,True
r_3716,,,True
r_3717,,,True
r_3718,,,True
r_3719,,,True
r_3720,,,True
r_3721,,,True
r_3722,,,True
r_3723,,,True
r_3724,,,True
r_3725,,,True
r_3726,,,True
r_3727,,,True
r_3728,,,True
r_3729,,,True
r_3730,,,True
r_3731,,,True
r_3732,,,True
r_3733,,,True
r_3734,,,True
r_3735,,,True
r_3736,,,True
r_3737,,,True
r_3738,,,True
r_3739,,,True
r_3740,,,True
r_3741,,,True
r_3742,,,True
r_3743,,,True
r_3744,,,True
r_3745,,,True
r_3746,,,True
r_3747,,,True
r_3748,,,True
r_3749,,,True
r_3750,,,True
r_3751,,,True
r_3752,,,True
r_3753,,,True
r_3754,,,True
r_3755,,,True
r_3756,,,True
r_3757,,,True
r_3758,,,True
r_3759,,,True
r_3760,,,True
r_3761,,,True
r_3762,,,True
r_3763,,,True
r_3764,,,True
r_3765,,,True
r_3766,,,True
r_3767,,,True
r_3768,,,True
r_3769,,,True
r_3770,,,True
r_3771,,,True
r_3772,,,True
r_3773,,,True
r_3774,,,True
r_3775,,,True
r_3776,,,True
r_3777,,,True
r_3778,,,True
r_3779,,,True
r_3780,,,True
r_3781,,,True
r_3782,,,True
r_3783,,,True
r_3784,,,True
r_3785,,,True
r_3786,,,True
r_3787,,,True
r_3788,,,True
r_3789,,,True
r_3790,,,True
r_3791,,,True
r_3792,,,True
r_3793,,,True
r_3794,,,True
r_3795,,,True
r_3796,,,True
r_3797,,,True
r_3798,,,True
r_3799,,,True
r_3800,,,True
r_3801,,,True
r_3802,,,True
r_3803,,,True
r_3804,,,True
r_3805,,,True
r_3806,,,True
r_3807,,,True
r_3808,,,True
r_3809,,,True
r_3810,,,True
r_3811,,,True
r_3812,,,True
r_3813,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3814,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3815,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3816,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3817,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3818,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3819,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3820,YIL048W or YMR162C,YIL048W or YMR162C,True
r_3821,YCR094W and YAL026C,YAL026C,False
r_3822,YCR094W and YAL026C,YAL026C,False
r_3823,YCR094W and YAL026C,YAL026C,False
r_3824,YCR094W and YAL026C,YAL026C,False
r_3825,YCR094W and YAL026C,YAL026C,False
r_3826,YCR094W and YAL026C,YAL026C,False
r_3827,YCR094W and YAL026C,YAL026C,False
r_3828,YCR094W and YAL026C,YAL026C,False
r_3829,,,True
r_3830,,,True
r_3831,,,True
r_3832,,,True
r_3833,,,True
r_3834,,,True
r_3835,,,True
r_3836,,,True
r_3837,,,True
r_3838,,,True
r_3839,,,True
r_3840,,,True
r_3841,,,True
r_3842,,,True
r_3843,,,True
r_3844,,,True
r_3845,,,True
r_3846,,,True
r_3847,,,True
r_3848,,,True
r_3849,,,True
r_3850,,,True
r_3851,,,True
r_3852,,,True
r_3853,,,True
r_3854,,,True
r_3855,,,True
r_3856,,,True
r_3857,,,True
r_3858,,,True
r_3859,,,True
r_3860,,,True
r_3861,,,True
r_3862,,,True
r_3863,,,True
r_3864,,,True
r_3865,,,True
r_3866,,,True
r_3867,,,True
r_3868,,,True
r_3869,,,True
r_3870,,,True
r_3871,,,True
r_3872,,,True
r_3873,,,True
r_3874,,,True
r_3875,,,True
r_3876,,,True
r_3877,,,True
r_3878,,,True
r_3879,,,True
r_3880,,,True
r_3881,,,True
r_3882,,,True
r_3883,,,True
r_3884,,,True
r_3885,YCR094W and YAL026C,YAL026C,False
r_3886,YCR094W and YAL026C,YAL026C,False
r_3887,YCR094W and YAL026C,YAL026C,False
r_3888,YCR094W and YAL026C,YAL026C,False
r_3889,YCR094W and YAL026C,YAL026C,False
r_3890,YCR094W and YAL026C,YAL026C,False
r_3891,YCR094W and YAL026C,YAL026C,False
r_3892,YCR094W and YAL026C,YAL026C,False
r_3893,YIL048W,YIL048W,True
r_3894,YIL048W,YIL048W,True
r_3895,YIL048W,YIL048W,True
r_3896,YIL048W,YIL048W,True
r_3897,YIL048W,YIL048W,True
r_3898,YIL048W,YIL048W,True
r_3899,YIL048W,YIL048W,True
r_3900,YIL048W,YIL048W,True
r_3901,,,True
r_3902,,,True
r_3903,,,True
r_3904,,,True
r_3905,,,True
r_3906,,,True
r_3907,,,True
r_3908,,,True
r_3909,,,True
r_3910,,,True
r_3911,,,True
r_3912,,,True
r_3913,,,True
r_3914,,,True
r_3915,,,True
r_3916,,,True
r_3917,,,True
r_3918,,,True
r_3919,,,True
r_3920,,,True
r_3921,,,True
r_3922,,,True
r_3923,,,True
r_3924,,,True
r_3925,,,True
r_3926,,,True
r_3927,,,True
r_3928,,,True
r_3929,,,True
r_3930,,,True
r_3931,,,True
r_3932,,,True
r_3933,,,True
r_3934,,,True
r_3935,,,True
r_3936,,,True
r_3937,,,True
r_3938,,,True
r_3939,,,True
r_3940,,,True
r_3941,,,True
r_3942,,,True
r_3943,,,True
r_3944,,,True
r_3945,,,True
r_3946,,,True
r_3947,,,True
r_3948,,,True
r_3949,,,True
r_3950,,,True
r_3951,,,True
r_3952,,,True
r_3953,,,True
r_3954,,,True
r_3955,,,True
r_3956,,,True
r_3957,,,True
r_3958,,,True
r_3959,YBR192W,YBR192W,True
r_3960,YBR192W,YBR192W,True
r_3961,YER053C or YJR077C,YER053C or YJR077C,True
r_3962,,,True
r_3963,,,True
r_3964,,,True
r_3965,,,True
r_3966,,,True
r_3967,,,True
r_3968,,,True
r_3969,,,True
r_3970,,,True
r_3971,,,True
r_3972,,,True
r_3973,,,True
r_3975,,,True
r_3976,,,True
r_3977,,,True
r_3978,,,True
r_3979,,,True
r_3980,,,True
r_3981,,,True
r_3982,,,True
r_3983,,,True
r_3984,,,True
r_3985,,,True
r_3986,,,True
r_3987,,,True
r_3988,,,True
r_3989,,,True
r_3990,,,True
r_3991,,,True
r_3992,,,True
r_3993,,,True
r_3994,,,True
r_3995,,,True
r_3996,,,True
r_3997,,,True
r_3998,,,True
r_3999,,,True
r_4000,,,True
r_4001,,,True
r_4002,,,True
r_4003,,,True
r_4004,,,True
r_4005,,,True
r_4006,,,True
r_4007,,,True
r_4008,,,True
r_4009,,,True
r_4010,,,True
r_4011,,,True
r_4012,,,True
r_4013,,,True
r_4014,,,True
r_4015,,,True
r_4016,,,True
r_4017,,,True
r_4018,,,True
r_4019,,,True
r_4020,,,True
r_4021,,,True
r_4022,,,True
r_4023,,,True
r_4024,,,True
r_4025,,,True
r_4026,,,True
r_4027,,,True
r_4028,,,True
r_4029,,,True
r_4030,,,True
r_4031,,,True
r_4032,,,True
r_4033,,,True
r_4034,,,True
r_4035,,,True
r_4036,,,True
r_4037,,,True
r_4038,,,True
r_4039,YBL015W,YBL015W,True
r_4040,,,True
r_4041,,,True
r_4042,,,True
r_4043,,,True
r_4044,,,True
r_4045,YDR400W,YDR400W,True
r_4046,,,True
r_4047,,,True
r_4048,,,True
r_4049,,,True
r_4050,,,True
r_4051,,,True
r_4052,,,True
r_4053,,,True
r_4054,,,True
r_4055,,,True
r_4056,,,True
r_4057,,,True
r_4058,,,True
r_4059,,,True
r_4060,,,True
r_4061,,,True
r_4062,,,True
r_4063,,,True
r_4064,,,True
r_4065,,,True
r_4066,,,True
r_4067,,,True
r_4068,,,True
r_4069,,,True
r_4070,,,True
r_4071,,,True
r_4072,,,True
r_4073,,,True
r_4074,,,True
r_4075,,,True
r_4076,,,True
r_4077,,,True
r_4078,,,True
r_4079,,,True
r_4080,,,True
r_4081,,,True
r_4082,,,True
r_4083,,,True
r_4084,,,True
r_4085,,,True
r_4086,,,True
r_4087,,,True
r_4088,,,True
r_4089,,,True
r_4090,,,True
r_4091,,,True
r_4092,,,True
r_4093,,,True
r_4094,,,True
r_4095,,,True
r_4096,,,True
r_4097,,,True
r_4098,,,True
r_4099,,,True
r_4100,,,True
r_4101,,,True
r_4102,,,True
r_4103,,,True
r_4104,,,True
r_4105,,,True
r_4106,,,True
r_4107,,,True
r_4108,,,True
r_4109,,,True
r_4110,,,True
r_4111,,,True
r_4112,,,True
r_4113,,,True
r_4114,,,True
r_4115,,,True
r_4116,,,True
r_4117,,,True
r_4118,,,True
r_4119,,,True
r_4120,,,True
r_4121,,,True
r_4122,,,True
r_4123,,,True
r_4124,,,True
r_4125,,,True
r_4126,,,True
r_4127,,,True
r_4128,,,True
r_4129,,,True
r_4130,,,True
r_4131,,,True
r_4132,,,True
r_4133,,,True
r_4134,,,True
r_4135,,,True
r_4136,,,True
r_4137,,,True
r_4138,,,True
r_4139,,,True
r_4140,,,True
r_4141,,,True
r_4142,,,True
r_4143,,,True
r_4144,,,True
r_4145,,,True
r_4146,,,True
r_4147,,,True
r_4148,,,True
r_4149,,,True
r_4150,,,True
r_4151,,,True
r_4152,YAL039C or YKL087C,YAL039C or YKL087C,True
r_4153,YAL061W,YAL061W,True
r_4154,YAL061W,YAL061W,True
r_4155,YBL080C and YGR102C and YMR293C,YBL080C,False
r_4156,YBL091C or YLR244C,YBL091C or YLR244C,True
r_4157,YBR022W or YMR087W,YBR022W or YMR087W,True
r_4158,YBR046C,YBR046C,True
r_4159,YBR070C and YGL047W,YBR070C and YGL047W,True
r_4160,YBR111C,YBR111C,True
r_4161,YBR147W or YDR352W,YBR147W or YDR352W,True
r_4162,YBR147W or YDR352W,YBR147W or YDR352W,True
r_4163,YBR147W or YDR352W,YBR147W or YDR352W,True
r_4164,YBR222C,YBR222C,True
r_4165,YBR229C and YDR221W,YBR229C,False
r_4166,YBR229C and YDR221W,YBR229C,False
r_4167,YBR235W,YBR235W,True
r_4168,YBR241C,YBR241C,True
r_4169,YBR241C,YBR241C,True
r_4170,YBR243C,YBR243C,True
r_4171,YBR281C and YNL191W,YBR281C and YNL191W,True
r_4172,YBR295W,YBR295W,True
r_4173,YCL017C and YKL192C and YPL135W and YDL120W and YPL252C and YER048W-A,YCL017C,False
r_4174,YCR011C,YCR011C,True
r_4175,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,True
r_4176,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,True
r_4177,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,True
r_4178,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,True
r_4179,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,True
r_4180,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W,True
r_4181,YEL031W,YEL031W,True
r_4183,YEL070W or YNR073C,YEL070W or YNR073C,True
r_4184,YER010C,YER010C,True
r_4185,YER010C,YER010C,True
r_4186,YER042W,YER042W,True
r_4187,YER087W,YER087W,True
r_4188,YER163C,YER163C,True
r_4189,YHL018W,YHL018W,True
r_4190,YHR008C,YHR008C,True
r_4191,YHR043C or YHR044C,YHR043C or YHR044C,True
r_4192,YHR109W,YHR109W,True
r_4193,YHR119W or YDR440W or YJL168C,YHR119W or YDR440W or YJL168C,True
r_4194,YIL023C,YIL023C,True
r_4195,YMR243C or YOR316C,YMR243C or YOR316C,True
r_4196,YIL043C or YML125C,YIL043C or YML125C,True
r_4197,YIL043C or YKL150W or YML125C,YIL043C or YKL150W or YML125C,True
r_4198,YIR036C,YIR036C,True
r_4199,YIR038C,YIR038C,True
r_4200,YMR251W or YKR076W,YMR251W or YKR076W,True
r_4201,YLL060C,YLL060C,True
r_4202,YKL069W,YKL069W,True
r_4203,YKL103C,YKL103C,True
r_4204,YKL103C,YKL103C,True
r_4205,YKL215C,YKL215C,True
r_4206,YKL218C,YKL218C,True
r_4207,YGR154C,YGR154C,True
r_4208,YKR076W,YKR076W,True
r_4209,YGR154C,YGR154C,True
r_4210,YFL061W or YNL335W,YFL061W or YNL335W,True
r_4211,(YNL334C and YMR096W) or (YFL060C and YFL059W),YFL060C or YNL334C,False
r_4212,YFL059W or YNL333W,YFL059W or YNL333W,True
r_4214,YFR044C,YFR044C,True
r_4215,YFR044C,YFR044C,True
r_4216,YDL024C,YDL024C,True
r_4217,YCL017C and YKL192C and YPL135W and YDL120W and YPL252C and YER048W-A,YDL120W,False
r_4218,YDL219W,YDL219W,True
r_4219,YDL219W,YDL219W,True
r_4220,YDL236W,YDL236W,True
r_4221,YDL246C,YDL246C,True
r_4222,YDR009W,YDR009W,True
r_4223,YDR036C,YDR036C,True
r_4224,YDR038C or YDR039C or YDR040C,YDR038C or YDR039C or YDR040C,True
r_4225,YDR051C or YOL075C,YDR051C or YOL075C,True
r_4226,YDR111C,YDR111C,True
r_4227,YDR242W,YDR242W,True
r_4228,YDR242W,YDR242W,True
r_4230,YDR242W,YDR242W,True
r_4231,YDR242W,YDR242W,True
r_4232,YDR248C,YDR248C,True
r_4233,YDR410C,YDR410C,True
r_4234,YPL175W and YPL076W and YGR216C and YNL038W and YPL096C-A and YDR437W,YDR437W and YGR216C and YNL038W and YPL076W and YPL175W and YPL096C-A,True
r_4236,YDR533C or YMR322C or YOR391C or YPL280W,YDR533C or YMR322C or YOR391C or YPL280W,True
r_4237,YGL006W,YGL006W,True
r_4238,YGL167C,YGL167C,True
r_4239,YGL017W,YGL017W,True
r_4241,YGL027C,YGL027C,True
r_4242,YGL038C,YGL038C,True
r_4243,YGL065C,YGL065C,True
r_4244,YGL065C,YGL065C,True
r_4245,YGL156W,YGL156W,True
r_4246,YGL156W,YGL156W,True
r_4247,YGL169W,YGL169W,True
r_4248,YGL196W,YGL196W,True
r_4249,YGR012W,YGR012W,True
r_4250,YGR036C,YGR036C,True
r_4251,YGR046W,YGR046W,True
r_4252,YGR144W,YGR144W,True
r_4253,YGR227W,YGR227W,True
r_4254,YGR234W,YGR234W,True
r_4255,YGR234W,YGR234W,True
r_4256,YJL046W,YJL046W,True
r_4258,YJL046W,YJL046W,True
r_4260,YJL126W,YJL126W,True
r_4261,YJL126W,YJL126W,True
r_4262,YJL200C,YJL200C,True
r_4263,YJR040W,YJR040W,True
r_4264,YJR051W,YJR051W,True
r_4265,YJR069C,YJR069C,True
r_4266,YJR069C,YJR069C,True
r_4267,YJR069C,YJR069C,True
r_4268,YJR069C,YJR069C,True
r_4269,YJR069C,YJR069C,True
r_4270,YJR104C,YJR104C,True
r_4271,YJR131W or YLR057W,YJR131W or YLR057W,True
r_4272,YJR131W or YLR057W,YJR131W or YLR057W,True
r_4273,YJR149W,YJR149W,True
r_4274,YLL058W or YML082W,YLL058W or YML082W,True
r_4275,YLR047C or YKL220C or YLR214W or YNR060W or YOL152W or YOR381W or YOR384W,YLR047C or YKL220C or YLR214W or YNR060W or YOL152W or YOR381W or YOR384W,True
r_4276,YLL051C,YLL051C,True
r_4277,YLR099C or YPR139C,YLR099C or YPR139C,True
r_4278,YLR143W,YLR143W,True
r_4279,YLR151C,YLR151C,True
r_4280,YLR239C,YLR239C,True
r_4281,YLR239C,YLR239C,True
r_4282,YLR345W,YLR345W,True
r_4283,YLR446W,YLR446W,True
r_4284,YLR446W,YLR446W,True
r_4285,YLR446W,YLR446W,True
r_4286,YLR446W,YLR446W,True
r_4287,YLR446W,YLR446W,True
r_4288,YMR099C,YMR099C,True
r_4291,YMR110C,YMR110C,True
r_4292,YMR110C,YMR110C,True
r_4293,YMR110C,YMR110C,True
r_4294,YMR110C,YMR110C,True
r_4295,YMR110C,YMR110C,True
r_4296,YMR110C,YMR110C,True
r_4297,YMR110C,YMR110C,True
r_4298,YMR110C,YMR110C,True
r_4299,YMR110C,YMR110C,True
r_4300,YMR110C,YMR110C,True
r_4301,YMR110C,YMR110C,True
r_4302,YMR110C,YMR110C,True
r_4303,YMR110C,YMR110C,True
r_4304,YMR110C,YMR110C,True
r_4305,YMR110C,YMR110C,True
r_4306,YMR110C,YMR110C,True
r_4307,YMR110C,YMR110C,True
r_4308,YNR048W and YMR162C,YMR162C,False
r_4309,YMR210W,YMR210W,True
r_4310,YNL048W,YNL048W,True
r_4311,YNL048W,YNL048W,True
r_4312,YNL092W,YNL092W,True
r_4313,YNL219C,YNL219C,True
r_4314,YNL219C,YNL219C,True
r_4315,YNL274C,YNL274C,True
r_4316,YNR030W,YNR030W,True
r_4317,YOL157C,YOL157C,True
r_4318,YOL157C,YOL157C,True
r_4319,YOL157C,YOL157C,True
r_4320,YOR002W,YOR002W,True
r_4321,YOR067C,YOR067C,True
r_4322,YOR149C,YOR149C,True
r_4323,YOR196C,YOR196C,True
r_4324,YOR196C,YOR196C,True
r_4325,(YCL017C and YKL192C and YPL135W and YDL120W and YPL252C and YER048W-A) or YOR226C,YOR226C or YPL135W,False
r_4326,YOR251C or YOR285W or YOR286W,YOR251C or YOR285W or YOR286W,True
r_4327,YOR334W or YPL060W,YOR334W or YPL060W,True
r_4328,YPL227C,YPL227C,True
r_4329,YPR003C,YPR003C,True
r_4330,YPR127W,YPR127W,True
r_4331,YDR371W or YLR286C,YDR371W or YLR286C,True
r_4332,YOR161C,YOR161C,True
r_4333,YHR201C or YDR452W,YHR201C or YDR452W,True
r_4334,YDR270W,YDR270W,True
r_4335,YDR452W,YDR452W,True
r_4336,YLR351C,YLR351C,True
r_4337,YMR301C and YOR176W and YLR188W,YMR301C,False
r_4338,YOL157C,YOL157C,True
r_4339,YEL004W,YEL004W,True
r_4340,YEL066W,YEL066W,True
r_4341,,,True
r_4342,,,True
r_4343,,,True
r_4344,,,True
r_4345,,,True
r_4346,,,True
r_4347,,,True
r_4348,,,True
r_4349,,,True
r_4350,,,True
r_4351,,,True
r_4352,,,True
r_4353,,,True
r_4354,,,True
r_4355,,,True
r_4356,,,True
r_4357,,,True
r_4358,,,True
r_4359,,,True
r_4360,,,True
r_4361,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4362,,,True
r_4363,,,True
r_4364,,,True
r_4365,,,True
r_4366,,,True
r_4367,,,True
r_4368,,,True
r_4369,,,True
r_4370,,,True
r_4371,,,True
r_4372,YGR247W,YGR247W,True
r_4373,,,True
r_4374,,,True
r_4375,,,True
r_4376,,,True
r_4377,,,True
r_4378,,,True
r_4379,,,True
r_4380,,,True
r_4381,,,True
r_4382,,,True
r_4383,,,True
r_4384,,,True
r_4385,,,True
r_4386,,,True
r_4387,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4388,YGR247W,YGR247W,True
r_4389,,,True
r_4390,,,True
r_4391,,,True
r_4392,,,True
r_4393,,,True
r_4394,,,True
