Rxn,Genes,GPRuler rules,Yeast9 rules,Exact Match
r_0481,[],No Rule,(YCL035C and YPL091W) or (YDR098C and YPL091W) or (YDR513W and YPL091W) or (YER174C and YPL091W),False
r_0482,[],No Rule,YPL059W and YPL091W,False
r_0483,"[['YCL035C'], ['YDR513W'], ['YKL026C'], ['YNL229C']]",YDR513W or YCL035C or YNL229C or YKL026C,YNL229C or YBR244W or YCL035C or YDR513W or YIR037W or YKL026C,False
r_0486,[],No Rule,YGR192C or YJL052W or YJR009C,False
r_0487,[],No Rule,YOR120W,False
r_0490,[],No Rule,YIL155C,False
r_0491,[],No Rule,YDL022W or YOL059W,False
r_0492,[],No Rule,YOL059W,False
r_0501,[],No Rule,YAL044C and YDR019C and YFL018C and YMR189W,False
r_0503,"[['YLR058C'], ['YBR263W']]",YBR263W or YLR058C,YBR263W,False
r_0504,[],No Rule,YAL044C and YDR019C and YFL018C and YMR189W,False
r_0505,[],No Rule,(YAL044C and YDR019C and YFL018C and YMR189W) or (YDR148C and YFL018C and YIL125W),False
r_0506,[['YMR189W']],(YMR189W),YAL044C and YDR019C and YFL018C and YMR189W,False
r_0507,[['YDR019C']],(YDR019C),YAL044C and YDR019C and YFL018C and YMR189W,False
r_0508,[],No Rule,YAL044C and YDR019C and YFL018C and YMR189W,False
r_0509,[],No Rule,YAL044C and YDR019C and YFL018C and YMR189W,False
r_0510,[],No Rule,(YFR015C and YJL137C) or (YFR015C and YKR058W) or (YJL137C and YLR258W) or (YKR058W and YLR258W),False
r_0511,[],No Rule,YPR160W,False
r_0519,[],No Rule,YCL052C and YJR013W,False
r_0520,[],No Rule,YKL165C,False
r_0521,[],No Rule,YBR004C,False
r_0522,[],No Rule,YGL142C,False
r_0523,[],No Rule,YDR302W or YLL031C,False
r_0529,[],No Rule,YDR454C,False
r_0530,[],No Rule,YER141W or (YDR376W and YPL252C),False
r_0531,[],No Rule,YPL172C,False
r_0532,[],No Rule,YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C,False
r_0536,[],No Rule,YCL030C,False
r_0541,[],No Rule,YBR034C,False
r_0542,[['YDR234W']],(YDR234W),YJL200C or YDR234W,False
r_0544,[],No Rule,YLL062C or YPL273W,False
r_0545,[],No Rule,YIL094C,False
r_0546,[],No Rule,YJR139C,False
r_0547,[],No Rule,YJR139C,False
r_0550,[],No Rule,(YDR453C and YGR209C) or (YDR453C and YLR043C),False
r_0551,[],No Rule,YBL064C and YCR083W,False
r_0552,[],No Rule,(YGR209C and YLR109W) or (YLR043C and YLR109W),False
r_0554,[],No Rule,YOR040W,False
r_0558,[],No Rule,YLR450W or YML075C,False
r_0561,"[['YPL258C'], ['YOL055C']]",YPL258C or YOL055C,YOL055C or YPL258C or YPR121W,False
r_0565,[],No Rule,YHR216W or YLR432W or YML056C,False
r_0567,"[['YLR044C'], ['YLR134W'], ['YGR087C'], ['YDR380W']]",YLR044C or YDR380W or YGR087C or YLR134W,YGR087C or YLR044C or YLR134W,False
r_0570,[],No Rule,YLR028C or YMR120C,False
r_0596,[],No Rule,YER019W,False
r_0597,[],No Rule,YER019W,False
r_0598,[],No Rule,YER019W,False
r_0599,[],No Rule,YER019W,False
r_0600,[],No Rule,YER019W,False
r_0601,[],No Rule,YER019W,False
r_0602,[],No Rule,YER019W,False
r_0603,[],No Rule,YER019W,False
r_0604,[],No Rule,YER019W,False
r_0605,[],No Rule,YER019W,False
r_0606,[],No Rule,YER019W,False
r_0607,[],No Rule,YER019W,False
r_0608,[],No Rule,YER019W,False
r_0609,[],No Rule,YER019W,False
r_0610,[],No Rule,YER019W,False
r_0611,[],No Rule,YER019W,False
r_0612,[],No Rule,YER019W,False
r_0613,[],No Rule,YER019W,False
r_0614,[],No Rule,YER019W,False
r_0615,[],No Rule,YER019W,False
r_0616,[],No Rule,YER019W,False
r_0617,[],No Rule,YER019W,False
r_0618,[],No Rule,YER019W,False
r_0619,[],No Rule,YER019W,False
r_0620,[],No Rule,YER019W,False
r_0621,[],No Rule,YER019W,False
r_0622,[],No Rule,YER019W,False
r_0623,[],No Rule,YER019W,False
r_0624,[],No Rule,YER019W,False
r_0625,[],No Rule,YER019W,False
r_0626,[],No Rule,YER019W,False
r_0627,[],No Rule,YER019W,False
r_0628,[],No Rule,YER019W,False
r_0629,[],No Rule,YER019W,False
r_0630,[],No Rule,YER019W,False
r_0631,[],No Rule,YER019W,False
r_0632,[],No Rule,YER019W,False
r_0633,[],No Rule,YER019W,False
r_0634,[],No Rule,YER019W,False
r_0635,[],No Rule,YER019W,False
r_0636,[],No Rule,YER019W,False
r_0637,[],No Rule,YER019W,False
r_0638,[],No Rule,YER019W,False
r_0639,[],No Rule,YER019W,False
r_0640,[],No Rule,YER019W,False
r_0641,[],No Rule,YER019W,False
r_0642,[],No Rule,YER019W,False
r_0643,[],No Rule,YER019W,False
r_0644,[],No Rule,YER019W,False
r_0645,[],No Rule,YER019W,False
r_0646,[],No Rule,YER019W,False
r_0647,[],No Rule,YER019W,False
r_0648,[],No Rule,YER019W,False
r_0649,[],No Rule,YER019W,False
r_0650,[],No Rule,YER019W,False
r_0651,[],No Rule,YER019W,False
r_0652,[],No Rule,YER019W,False
r_0653,[],No Rule,YER019W,False
r_0654,[],No Rule,YER019W,False
r_0655,[],No Rule,YER019W,False
r_0658,[],No Rule,YNL037C and YOR136W,False
r_0659,[],No Rule,YLR174W,False
r_0661,[],No Rule,YNL009W,False
r_0664,"[['YHR208W'], ['YJR148W']]",YHR208W or YJR148W,YHR208W,False
r_0668,[],No Rule,YGR244C and YOR142W,False
r_0669,[],No Rule,YLR355C,False
r_0671,[],No Rule,YBL098W,False
r_0672,[],No Rule,YHR037W,False
r_0673,[],No Rule,YHR037W,False
r_0676,[],No Rule,YMR226C,False
r_0678,[],No Rule,YBR115C and YGL154C,False
r_0679,"[['YDR321W'], ['YLR155C'], ['YLR157C'], ['YLR158C'], ['YLR160C'], ['YLR351C']]",YLR351C or YLR160C or YDR321W or YLR158C or YLR155C or YLR157C,YDR321W,False
r_0681,[],No Rule,YLR027C,False
r_0682,[],No Rule,YKL106W,False
r_0683,[],No Rule,YLR027C,False
r_0687,[],No Rule,YER023W,False
r_0688,[],No Rule,YHR104W or YOL151W,False
r_0690,[],No Rule,YMR226C,False
r_0691,[],No Rule,YJR159W,False
r_0693,"[['YCL064C'], ['YER086W']]",YER086W or YCL064C,YER086W,False
r_0695,[],No Rule,YDR403W,False
r_0696,[],No Rule,YOL151W,False
r_0698,[],No Rule,YHR072W,False
r_0700,"[['YHR208W'], ['YJR148W']]",YHR208W or YJR148W,YHR208W,False
r_0703,[],No Rule,YNL045W,False
r_0704,[],No Rule,YNL045W,False
r_0705,[],No Rule,YNL045W,False
r_0706,[],No Rule,YNL045W,False
r_0707,[],No Rule,YNL045W,False
r_0708,[],No Rule,YNL045W,False
r_0711,"[['YDR037W'], ['YNL073W']]",YNL073W or YDR037W,YDR037W,False
r_0713,[],No Rule,YKL085W,False
r_0714,[],No Rule,YOL126C,False
r_0715,[],No Rule,YDL078C,False
r_0717,"[['YIR031C'], ['YNL117W']]",YNL117W or YIR031C,YNL117W,False
r_0718,[],No Rule,YKL029C,False
r_0719,[],No Rule,YKL029C,False
r_0721,[],No Rule,YKL192C and YOR221C,False
r_0724,[],No Rule,YBR084W,False
r_0725,[],No Rule,YGR204W,False
r_0727,[],No Rule,YER091C,False
r_0731,[],No Rule,YKR080W,False
r_0732,[],No Rule,YGR204W,False
r_0733,[],No Rule,YBR084W,False
r_0736,[],No Rule,YMR208W,False
r_0737,[],No Rule,YMR208W,False
r_0738,[],No Rule,YMR208W,False
r_0747,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0748,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0749,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0750,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0751,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0752,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0753,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0754,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0755,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0756,[],No Rule,(YBR036C and YBR161W) or (YBR036C and YPL057C),False
r_0758,[],No Rule,YJL153C,False
r_0759,[],No Rule,YER069W,False
r_0762,"[['YJL060W'], ['YDR428C']]",YJL060W or YDR428C,YDR428C,False
r_0763,[],No Rule,YDR402C and YDR403W,False
r_0764,[],No Rule,YGL067W,False
r_0765,[],No Rule,YEL041W or YJR049C,False
r_0766,[],No Rule,YEL041W or YJR049C or YPL188W,False
r_0767,[],No Rule,YDL042C or YDR191W or YOL068C or YOR025W or YPL015C,False
r_0770,[],No Rule,YDL085W or YMR145C,False
r_0771,[],No Rule,YEL041W or YJR049C,False
r_0772,[],No Rule,YEL041W or YJR049C or YPL188W,False
r_0773,[],No Rule,YML120C,False
r_0774,[],No Rule,YOR209C,False
r_0775,[],No Rule,YOR209C,False
r_0782,[],No Rule,YLR285W,False
r_0784,"[['YGR010W'], ['YLR328W'], ['YCL047C']]",YLR328W or YGR010W or YCL047C,YGR010W or YLR328W,False
r_0785,[['YLR328W']],(YLR328W),YGR010W or YLR328W,False
r_0787,[],No Rule,YFR047C,False
r_0789,"[['YER005W'], ['YEL042W']]",YER005W or YEL042W,YER005W,False
r_0791,[],No Rule,YEL042W,False
r_0804,"[['YER005W'], ['YAL035W'], ['YBR179C'], ['YER025W'], ['YGR152C'], ['YLL001W'], ['YNL163C'], ['YOR101W'], ['YPL218W']]",YER005W or YOR101W or YLL001W or YNL163C or YGR152C or YER025W or YBR179C or YAL035W or YPL218W,YAL035W or YLL001W or YER005W,False
r_0810,[],No Rule,YEL042W,False
r_0831,[],No Rule,(YDR148C and YFL018C and YIL125W and YFR049W) or (YDR148C and YFL018C and YIL125W),False
r_0832,[],No Rule,(YDR148C and YFL018C and YIL125W and YFR049W) or (YDR148C and YFL018C and YIL125W),False
r_0844,[],No Rule,YJR019C,False
r_0845,[],No Rule,YJR019C,False
r_0848,[],No Rule,YJR019C,False
r_0849,[],No Rule,YJR019C,False
r_0850,[],No Rule,YJR019C,False
r_0852,"[['YFL022C'], ['YLR060W'], ['YPR047W']]",(YFL022C and YLR060W) or YPR047W,YFL022C and YLR060W,False
r_0854,"[['YLR044C'], ['YLR134W'], ['YGR087C'], ['YDR380W']]",YLR044C or YDR380W or YGR087C or YLR134W,YDR380W,False
r_0883,[],No Rule,(YGR209C and YPR167C) or (YLR043C and YPR167C),False
r_0887,[],No Rule,YGR240C and YMR205C,False
r_0889,[],No Rule,YGR256W or YHR183W,False
r_0890,[],No Rule,YEL058W,False
r_0891,[],No Rule,YER081W or YIL074C,False
r_0893,"[['YKL152C'], ['YDL021W'], ['YOL056W']]",YKL152C or YDL021W or YOL056W,YOR283W or YKL152C,False
r_0903,"[['YPL258C'], ['YOL055C']]",YPL258C or YOL055C,YOL055C or YPL258C or YPR121W,False
r_0906,"[['YOR054C'], ['YKR072C'], ['YKL088W']]",YOR054C or YKL088W or YKR072C,YKL088W and YKR072C and YOR054C,False
r_0907,[['YMR278W']],(YMR278W),YKL127W or YMR105C or YMR278W,False
r_0912,[],No Rule,YLR028C or YMR120C,False
r_0916,"[['YBL068W'], ['YER099C'], ['YHL011C'], ['YKL181W'], ['YOL061W']]",YKL181W or YHL011C or YER099C or YBL068W or YOL061W,(YKL181W and YER099C) or (YKL181W and YHL011C) or (YKL181W and YBL068W) or (YER099C and YOL061W) or (YBL068W and YOL061W),False
r_0919,[],No Rule,YBR183W,False
r_0920,[],No Rule,YDR402C,False
r_0922,[],No Rule,YDR297W,False
r_0929,[],No Rule,YMR020W,False
r_0939,[],No Rule,YBR166C,False
r_0940,[],No Rule,YLR142W,False
r_0942,[],No Rule,YER014W,False
r_0943,[],No Rule,YLR209C,False
r_0950,[],No Rule,YLR209C,False
r_0953,[],No Rule,YBR035C,False
r_0954,[],No Rule,YBR035C,False
r_0955,[],No Rule,YBR035C,False
r_0956,[],No Rule,YBR035C,False
r_0957,[],No Rule,YER023W,False
r_0961,[],No Rule,YBR221C and YER178W and YFL018C and YGR193C and YNL071W,False
r_0963,[],No Rule,YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C,False
r_0964,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YOR396W or YML133C or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YNL339C or YDR194C or YMR128W,YDR135C,False
r_0965,[],No Rule,YDR236C,False
r_0970,[],No Rule,YGR209C,False
r_0971,[],No Rule,YGR209C,False
r_0972,[],No Rule,YGR209C,False
r_0973,[],No Rule,YGR209C,False
r_0974,[],No Rule,YER070W or YGR180C or YIL066C or YJL026W,False
r_0975,[],No Rule,YER070W or YGR180C or YIL066C or YJL026W,False
r_0976,[],No Rule,YER070W or YGR180C or YIL066C or YJL026W,False
r_0977,[],No Rule,YER070W or YGR180C or YIL066C or YJL026W,False
r_0978,[],No Rule,YER070W or YGR180C or YIL066C or YJL026W,False
r_0979,[],No Rule,YER070W or YGR180C or YIL066C or YJL026W,False
r_0985,[['YOL096C']],(YOL096C),YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C,False
r_0986,[],No Rule,YML008C,False
r_0988,[],No Rule,YIR034C,False
r_0989,[],No Rule,YNR050C,False
r_0990,[],No Rule,YKL060C,False
r_0992,[],No Rule,YHR013C and YDL040C and YOR253W,False
r_0993,"[['YMR296C'], ['YDR062W'], ['YDR062W', 'YMR296C']]",YMR296C and YDR062W,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,False
r_0996,[],No Rule,YDR127W,False
r_0998,[],No Rule,YBR213W,False
r_1000,[],No Rule,YEL047C,False
r_1006,[['YOR171C']],(YOR171C),YLR260W or YOR171C,False
r_1007,[['YOR171C']],(YOR171C),YLR260W or YOR171C,False
r_1010,[],No Rule,YGR175C,False
r_1011,[],No Rule,YGR175C,False
r_1012,[],No Rule,YHR190W,False
r_1021,"[['YJL045W'], ['YKL148C'], ['YLL041C']]",YLL041C and YKL148C and YJL045W,(YDR178W and YJL045W and YKL141W and YLL041C) or (YDR178W and YKL141W and YKL148C and YLL041C) or (YLR164W and YJL045W and YKL141W and YLL041C),False
r_1023,[],No Rule,YBR006W,False
r_1024,[],No Rule,YIL162W,False
r_1026,"[['YCL050C'], ['YDR530C']]",YCL050C or YDR530C,YCL050C,False
r_1027,[],No Rule,YFR030W and YJR137C,False
r_1028,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YOR396W or YML133C or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YNL339C or YDR194C or YMR128W,YLL048C,False
r_1029,[],No Rule,YLL057C,False
r_1030,[],No Rule,YAL044C and YDR019C and YFL018C and YMR189W,False
r_1031,[],No Rule,YKL132C or YOR241W,False
r_1032,[],No Rule,YBR092C,False
r_1033,[],No Rule,YBR092C,False
r_1034,[],No Rule,YOR143C,False
r_1035,[],No Rule,YOR143C,False
r_1037,[],No Rule,(YGR209C and YIL010W) or (YIL010W and YLR043C),False
r_1038,[],No Rule,(YDR353W and YGR209C) or (YDR353W and YLR043C) or YDR353W,False
r_1039,[],No Rule,(YCR083W and YHR106W) or (YCR083W and YPL091W),False
r_1043,"[['YIL078W'], ['YKL194C']]",YIL078W or YKL194C,YKL194C,False
r_1046,[],No Rule,YER175C,False
r_1050,[],No Rule,YBR117C or YPR074C,False
r_1051,"[['YMR261C'], ['YDR074W'], ['YML100W'], ['YBR126C'], ['YBR126C', 'YDR074W', 'YML100W', 'YMR261C']]",(YBR126C and YDR074W and YML100W and YMR261C),(YBR126C and YDR074W and YML100W) or (YBR126C and YDR074W and YMR261C),False
r_1063,"[['YHR137W'], ['YGL202W']]",YHR137W or YGL202W,YGL202W,False
r_1065,[],No Rule,YLR027C,False
r_1066,"[['YGR185C'], ['YPL097W']]",YGR185C or YPL097W,YGR185C,False
r_1076,[],No Rule,YIR032C,False
r_1078,[],No Rule,YDR020C or YNR012W,False
r_1079,[],No Rule,YKL024C,False
r_1080,[],No Rule,YKL024C,False
r_1082,[],No Rule,YKR069W,False
r_1085,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YOR396W or YML133C or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YNL339C or YDR194C or YMR128W,(YPR170W-B and YBR127C and YDL185W and YOR332W and YHR026W and YEL027W and YKL080W and YLR447C and YEL051W and YPL234C and YMR054W and YGR020C and YPR036W and YHR039C-A and YGR106C and YCL005W-A) or (YBR127C and YDL185W and YOR332W and YHR026W and YEL027W and YKL080W and YLR447C and YEL051W and YPL234C and YMR054W and YGR020C and YPR036W and YHR039C-A and YGR106C and YCL005W-A),False
