Rxn,Genes,GPRuler rules,Yeast9 rules,Exact Match
r_0001,"[['YDL174C'], ['YDL178W'], ['YEL071W']]",YDL178W or YDL174C or YEL071W,(YDL174C and YEL039C) or (YDL174C and YJR048W) or (YEL039C and YEL071W) or (YEL071W and YJR048W),False
r_0002,"[['YDL174C'], ['YDL178W'], ['YEL071W']]",YDL178W or YDL174C or YEL071W,(YDL178W and YEL039C) or (YDL178W and YJR048W),False
r_0003,[],No Rule,YAL060W,False
r_0004,[['YML054C']],(YML054C),(YEL039C and YML054C) or (YJR048W and YML054C),False
r_0005,"[['YGR032W'], ['YLR342W'], ['YMR306W']]",YLR342W or YMR306W or YGR032W,(YPR165W and YLR342W) or (YPR165W and YGR032W) or (YPR165W and YMR306W),False
r_0006,"[['YGR032W'], ['YLR342W'], ['YMR306W']]",YLR342W or YMR306W or YGR032W,YGR143W or YPR159W,False
r_0012,[],No Rule,YHR037W,False
r_0013,[],No Rule,YEL038W and YMR009W,False
r_0015,[],No Rule,YBR153W,False
r_0016,[],No Rule,(YCL009C and YMR108W) or YMR108W,False
r_0018,[['YGL202W']],(YGL202W),YER152C or YGL202W or YJL060W,False
r_0019,[],No Rule,YHR063C,False
r_0020,[['YDR035W']],(YDR035W),YDR035W or YBR249C,False
r_0021,[],No Rule,YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C,False
r_0022,[],No Rule,YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C,False
r_0023,[],No Rule,YGL009C,False
r_0024,[['YNL104C']],(YNL104C),YNL104C or YOR108W,False
r_0025,"[['YNL104C'], ['YOR108W']]",YOR108W or YNL104C,YNL104C,False
r_0026,[],No Rule,YHR208W or YJR148W or YGL202W or YHR137W,False
r_0028,[],No Rule,YPR001W,False
r_0033,[['YOR360C']],(YOR360C),YGL248W or YOR360C,False
r_0034,[],No Rule,YOR360C,False
r_0035,[],No Rule,YOR360C,False
r_0036,[],No Rule,YOR360C,False
r_0037,[],No Rule,YOR360C,False
r_0041,[],No Rule,YBR265W,False
r_0043,[],No Rule,YPL252C or YDR376W,False
r_0044,[],No Rule,YDR538W and YDR539W,False
r_0057,[],No Rule,YKR009C,False
r_0061,[],No Rule,YCL018W,False
r_0064,"[['YLR044C'], ['YLR134W'], ['YGR087C'], ['YDR380W'], ['YDL080C']]",YLR134W or YLR044C or YDR380W or YGR087C or YDL080C,YDL080C or YGR087C or YLR044C or YLR134W,False
r_0069,[],No Rule,YCR053W,False
r_0072,"[['YLR044C'], ['YLR134W'], ['YGR087C'], ['YDL080C'], ['YDR380W']]",YLR134W or YLR044C or YDR380W or YGR087C or YDL080C,YDL080C,False
r_0073,[],No Rule,YLR410W or YOR163W,False
r_0074,[],No Rule,YDR017C,False
r_0076,[['YER037W']],(YER037W),YER037W or YGL224C,False
r_0078,[['YER037W']],(YER037W),YER037W or YGL224C,False
r_0080,[],No Rule,(YGL125W and YPL023C) or YGL125W,False
r_0083,"[['YDR017C'], ['YLR410W']]",YDR017C or YLR410W,YDR017C,False
r_0084,[],No Rule,YER183C,False
r_0088,[],No Rule,YLR410W,False
r_0089,[],No Rule,YLR410W,False
r_0090,"[['YIL107C'], ['YLR345W'], ['YOL136C']]",YLR345W or YIL107C or YOL136C,YIL107C or YOL136C,False
r_0092,[],No Rule,YLR410W or YOR163W,False
r_0093,[],No Rule,YDR017C,False
r_0096,[],No Rule,YLR355C,False
r_0097,[['YMR108W']],(YMR108W),(YCL009C and YMR108W) or YMR108W,False
r_0099,[],No Rule,YKL192C,False
r_0108,"[['YMR207C'], ['YNR016C']]",YNR016C or YMR207C,YMR207C,False
r_0109,"[['YMR207C'], ['YNR016C']]",YNR016C or YMR207C,YDL141W and YNR016C,False
r_0111,"[['YBL015W'], ['YGR015C']]",YGR015C or YBL015W,YBL015W,False
r_0114,"[['YLR153C'], ['YAL054C']]",YAL054C or YLR153C,YLR153C,False
r_0116,[],No Rule,YBR093C or YAR071W or YBR092C or YHR215W,False
r_0117,[],No Rule,YPR002W,False
r_0119,[],No Rule,YPL148C,False
r_0125,[],No Rule,YGL205W,False
r_0126,[],No Rule,YCR048W,False
r_0128,[],No Rule,YCR048W,False
r_0129,"[['YCR048W'], ['YNR019W']]",YNR019W or YCR048W,YCR048W,False
r_0131,[],No Rule,YCR048W,False
r_0132,[['YNR019W']],(YNR019W),YCR048W or YNR019W,False
r_0133,[],No Rule,YCR048W,False
r_0137,[],No Rule,YJL091C,False
r_0140,[],No Rule,YNL141W,False
r_0146,[],No Rule,YNR058W,False
r_0163,[],No Rule,YMR303C,False
r_0164,[],No Rule,YDR368W or YHR104W,False
r_0165,[],No Rule,YGL256W or YMR083W,False
r_0166,[],No Rule,YBR145W or YDL168W or YOL086C,False
r_0167,[],No Rule,YGL256W or YMR083W,False
r_0168,[],No Rule,YCR105W or YDR368W or YMR318C,False
r_0169,[],No Rule,YBR145W or YDL168W or YOL086C,False
r_0170,[],No Rule,YGL256W or YMR083W,False
r_0171,[],No Rule,YCR105W or YMR318C,False
r_0172,[],No Rule,YMR170C or YMR169C,False
r_0173,[],No Rule,YPL061W,False
r_0174,[],No Rule,YOR374W,False
r_0175,[],No Rule,YER073W or YOR374W,False
r_0176,[],No Rule,YOR374W,False
r_0177,[],No Rule,YPL061W,False
r_0178,[],No Rule,YER073W or YOR374W,False
r_0179,[],No Rule,YBR145W or YDL168W or YOL086C,False
r_0180,[],No Rule,YGL256W or YMR083W,False
r_0181,[],No Rule,YCR105W or YMR318C,False
r_0182,[],No Rule,YBR145W or YDL168W or YOL086C,False
r_0183,[],No Rule,YGL256W or YMR083W,False
r_0184,[],No Rule,YCR105W or YMR318C,False
r_0185,[],No Rule,YMR169C or YMR170C,False
r_0186,[],No Rule,YBR145W or YDL168W or YOL086C,False
r_0187,[],No Rule,YGL256W or YMR083W,False
r_0188,[],No Rule,YDR481C,False
r_0192,[],No Rule,YBR199W or YBR205W or YDR483W or YJL139C or YKR061W or YNL029C or YOR099W or YPL053C,False
r_0193,[],No Rule,YPR026W or YBR001C,False
r_0194,"[['YBR001C'], ['YDR001C'], ['YPR026W']]",YDR001C or YBR001C or YPR026W,YDR001C,False
r_0195,"[['YMR261C'], ['YDR074W'], ['YML100W'], ['YBR126C'], ['YBR126C', 'YDR074W', 'YML100W', 'YMR261C']]",(YBR126C and YDR074W and YML100W and YMR261C),(YBR126C and YDR074W and YML100W) or (YBR126C and YDR074W and YMR261C),False
r_0198,[],No Rule,YBR299W or YGR287C or YGR292W or YIL172C or YJL216C or YJL221C,False
r_0199,[],No Rule,YDR242W or YMR293C,False
r_0201,[],No Rule,YOR374W,False
r_0203,"[['YER090W'], ['YKL211C']]",YER090W or YKL211C,YER090W and YKL211C,False
r_0204,[],No Rule,YDR305C,False
r_0205,[],No Rule,YHR104W,False
r_0210,"[['YDR341C'], ['YHR091C']]",YDR341C or YHR091C,YHR091C,False
r_0219,[],No Rule,YDR158W,False
r_0222,"[['YCL050C'], ['YDR530C']]",YCL050C or YDR530C,YDR530C,False
r_0223,[],No Rule,YCL050C,False
r_0224,[],No Rule,YCL050C,False
r_0226,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YGR255C'], ['YBR295W'], ['YDR039C'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YPL036W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL064C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOL095C'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YDR039C or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YOL095C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YPL036W or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YNL339C or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YGR255C or YML133C or YOR396W or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YGL064C or YDR194C or YMR128W,Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W and YDR322C-A and YPR020W and YOL077W-A,False
r_0227,"[['YER005W'], ['YGL008C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YPL036W'], ['YDL185W'], ['YJR121W']]",((YGL201C and YBL023C) or (YBR202W and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YEL032W and YBL023C) or (YIL143C and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YKL073W and YJL034W)) or YER005W or YOR204W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YIL177C or YLL066C or YGL171W or YIL126W or YFL002C or YLR398C or YEL031W or YGL008C or YPL036W or YDL229W or YLL008W or YJR035W or YJL225C or YHR164C or YGL163C or YLR274W or YOR291W or YLL067C or YML061C or YGR271W or YJL138C or YPL029W or YML133C or YMR190C or YDL084W or YNR038W or YNL112W or YMR128W or YGL078C or YPL008W or YLR419W or YER190W or YER013W or YDL185W or YLR467W or YGL120C or YLR397C or YPR019W or YDL126C or YLR466W or YPR204W or YER176W or YPL283C or YJL033W or YHR031C or YDL160C or YKR059W or YDR545W or YDL031W or YNL209W or YJR121W or YEL077C or YOR396W or YHR065C or YKL017C or YNL339C or YDR194C,(YCR024C-A and YEL017C-A and YGL008C) or (YCR024C-A and YEL017C-A and YPL036W) or YER005W,False
r_0228,[],No Rule,YBR110W,False
r_0229,[],No Rule,YGR286C,False
r_0230,[],No Rule,YDL141W,False
r_0231,[],No Rule,YNL280C,False
r_0233,[],No Rule,YMR015C,False
r_0234,[],No Rule,YGL001C,False
r_0235,[],No Rule,YGL001C,False
r_0236,[],No Rule,YLR100W,False
r_0237,[],No Rule,YLR100W,False
r_0238,[],No Rule,YGR060W,False
r_0239,[],No Rule,YGR060W,False
r_0240,[],No Rule,YGR060W,False
r_0242,[],No Rule,YLR056W,False
r_0243,[],No Rule,YMR202W,False
r_0244,[],No Rule,YGL012W,False
r_0249,[],No Rule,YDL090C and YKL019W,False
r_0252,[['YER024W']],(YER024W),YAR035W or YER024W,False
r_0254,"[['YAR035W'], ['YML042W']]",YAR035W or YML042W,YML042W,False
r_0255,"[['YDR256C'], ['YGR088W']]",YGR088W or YDR256C,YGR088W,False
r_0256,"[['YDR256C'], ['YGR088W']]",YGR088W or YDR256C,YDR256C,False
r_0259,[],No Rule,YDR297W,False
r_0260,[],No Rule,YMR272C,False
r_0261,[],No Rule,YDR297W,False
r_0262,[],No Rule,YMR272C,False
r_0263,"[['YHL003C'], ['YKL008C']]",YHL003C or YKL008C,YKL008C and YHL003C and YMR298W,False
r_0264,"[['YHL003C'], ['YKL008C']]",YHL003C or YKL008C,YKL008C and YHL003C and YMR298W,False
r_0265,"[['YHL003C'], ['YKL008C']]",YHL003C or YKL008C,YKL008C and YHL003C and YMR298W,False
r_0266,"[['YHL003C'], ['YKL008C']]",YHL003C or YKL008C,YKL008C and YHL003C and YMR298W,False
r_0267,[],No Rule,YMR272C,False
r_0268,[],No Rule,YMR272C,False
r_0269,[],No Rule,YMR272C,False
r_0270,[],No Rule,YMR272C,False
r_0281,[],No Rule,YBR002C or YMR101C,False
r_0282,[],No Rule,YBR002C or YMR101C,False
r_0283,[],No Rule,YBR002C or YMR101C,False
r_0284,[],No Rule,YBR002C or YMR101C,False
r_0285,[],No Rule,YBR002C or YMR101C,False
r_0286,[],No Rule,YBR002C or YMR101C,False
r_0287,[],No Rule,YBR002C or YMR101C,False
r_0288,[],No Rule,YBR002C or YMR101C,False
r_0289,[],No Rule,YBR002C or YMR101C,False
r_0290,[],No Rule,YBR002C or YMR101C,False
r_0291,[],No Rule,YBR002C or YMR101C,False
r_0292,[],No Rule,YBR002C or YMR101C,False
r_0293,[],No Rule,YBR002C or YMR101C,False
r_0294,[],No Rule,YBR002C or YMR101C,False
r_0295,[],No Rule,YBR002C or YMR101C,False
r_0296,[],No Rule,YBR002C or YMR101C,False
r_0297,[],No Rule,YBR002C or YMR101C,False
r_0298,[],No Rule,YBR002C or YMR101C,False
r_0299,[],No Rule,YBR002C or YMR101C,False
r_0300,"[['YPR001W'], ['YCR005C'], ['YNR001C']]",YNR001C or YPR001W or YCR005C,YNR001C or YPR001W,False
r_0307,[],No Rule,YBL039C or YJR103W,False
r_0311,[],No Rule,YJR130C,False
r_0312,"[['YGR012W'], ['YLR303W']]",YGR012W or YLR303W,YLR303W,False
r_0315,[],No Rule,YNR012W,False
r_0317,[],No Rule,YHR007C and YHR042W,False
r_0319,[],No Rule,YML086C,False
r_0320,[],No Rule,YMR041C,False
r_0321,[],No Rule,YBR149W,False
r_0322,[],No Rule,YKL060C,False
r_0323,[],No Rule,YDL246C or YJR159W,False
r_0327,[],No Rule,YHR144C,False
r_0328,[],No Rule,YNL141W,False
r_0331,[],No Rule,YHR068W,False
r_0332,[],No Rule,YCR036W,False
r_0341,[],No Rule,YPL087W,False
r_0342,[],No Rule,YPL087W,False
r_0343,[],No Rule,YPL087W,False
r_0344,[],No Rule,YOR236W,False
r_0345,[],No Rule,YOR236W,False
r_0348,[],No Rule,YDL100C,False
r_0350,[],No Rule,YNL256W,False
r_0353,[],No Rule,YJR016C,False
r_0355,"[['YJL167W'], ['YPL069C']]",YPL069C or YJL167W,YJL167W,False
r_0356,[],No Rule,YKL152C,False
r_0357,[],No Rule,YOR163W,False
r_0358,[],No Rule,YDR017C,False
r_0359,[],No Rule,YLR172C,False
r_0360,[],No Rule,YMR013C,False
r_0362,[],No Rule,(YAL023C and YDL095W) or YDL093W or YJR143C or YOR321W,False
r_0365,[],No Rule,YJR153W,False
r_0368,[['YDR147W']],(YDR147W),YDR147W or YLR133W,False
r_0369,[],No Rule,YOR126C,False
r_0370,[],No Rule,YDR261C or YGR282C or YLR300W or YNR067C or YOR190W,False
r_0437,[['YKR066C']],(YKR066C),(YEL039C and YKR066C) or (YJR048W and YKR066C),False
r_0438,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YGR255C'], ['YBR295W'], ['YDR039C'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YPL036W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL064C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOL095C'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YDR039C or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YOL095C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YPL036W or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YNL339C or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YGR255C or YML133C or YOR396W or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YGL064C or YDR194C or YMR128W,(Q0045 and Q0250 and Q0275 and YDL067C and YEL039C and YGL187C and YGL191W and YHR051W and YIL111W and YLR038C and YLR395C and YMR256C) or (Q0045 and Q0250 and Q0275 and YDL067C and YEL039C and YGL187C and YGL191W and YHR051W and YLR038C and YLR395C and YMR256C and YNL052W) or (Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YIL111W and YJR048W and YLR038C and YLR395C and YMR256C) or (Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YJR048W and YLR038C and YLR395C and YMR256C and YNL052W) or (Q0045 and Q0250 and Q0275 and YDL067C and YHR116W and YDR231C and YGR062C and YJL003W and YPL132W and YLL018C-A),False
r_0439,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YGR255C'], ['YBR295W'], ['YDR039C'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YPL036W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL064C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOL095C'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YDR039C or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YOL095C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YPL036W or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YNL339C or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YGR255C or YML133C or YOR396W or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YGL064C or YDR194C or YMR128W,(Q0105 and YBL045C and YDR529C and YEL024W and YEL039C and YFR033C and YGR183C and YHR001W-A and YJL166W and YOR065W and YPR191W) or (Q0105 and YBL045C and YDR529C and YEL024W and YFR033C and YGR183C and YHR001W-A and YJL166W and YJR048W and YOR065W and YPR191W),False
r_0441,[],No Rule,YLR011W,False
r_0442,[],No Rule,YLR011W,False
r_0443,[],No Rule,YDL168W,False
r_0445,[],No Rule,YOR388C,False
r_0446,"[['YBR084W'], ['YGR204W']]",YGR204W or YBR084W,YGR204W,False
r_0454,[],No Rule,YEL047C,False
r_0455,[],No Rule,YEL047C,False
r_0457,[],No Rule,YLR299W,False
r_0459,[],No Rule,YBR018C,False
r_0462,"[['YJL167W'], ['YPL069C']]",YPL069C or YJL167W,YJL167W,False
r_0463,[],No Rule,YPR184W,False
r_0464,[],No Rule,YIL099W,False
r_0466,[],No Rule,YNL241C,False
r_0470,[],No Rule,YDL215C,False
r_0471,[],No Rule,YAL062W or YOR375C,False
r_0472,[],No Rule,YDL171C,False
r_0473,[],No Rule,YOR323C,False
r_0475,"[['YDL171C'], ['YMR217W'], ['YMR095C'], ['YMR095C', 'YMR096W'], ['YOR303W'], ['YJR109C'], ['YJR109C', 'YOR303W'], ['YJL130C'], ['YBR248C'], ['YFL060C'], ['YNL334C']]",((YJR109C and YOR303W) or (YJR109C and YOR303W) or (YMR095C and YMR096W)) or YNL334C or YFL060C or YJL130C or YMR217W or YBR248C or YDL171C,YFL060C or YNL334C,False
r_0477,"[['YKL104C'], ['YMR084W']]",YKL104C or YMR084W,YKL104C,False
r_0480,"[['YGL245W'], ['YOL033W']]",YGL245W or YOL033W,YOL033W,False
